,tout_abs_error,tout_abs_error,tout_abs_error,cascade_wout_abs_error,cascade_wout_abs_error,cascade_wout_abs_error
,mean,median,count,mean,median,count
error_bin,,,,,,
"(0.0016099999999999999, 0.111]",0.04701028347853686,0.0435360461972536,24,0.1208658211413985,0.0537228895045645,24
"(0.111, 0.205]",0.15076085560754549,0.14453655135400822,23,0.10666628935898438,0.07096241519463575,23
"(0.205, 0.434]",0.3014461835324297,0.29813666873708655,23,0.11449193871399381,0.04567672411885226,23
"(0.434, 3.197]",0.8406916004356293,0.6058985097534162,23,0.13702760751156196,0.06596697406470153,23
