feature,mean_abs_shap,mean_shap,label,abs_correlation
plate_k,2.243608202532122,0.2633789546678625,Stage 1,0.9565977268254658
plate_c,1.5856040488007053,0.18855350053763623,Stage 1,0.956055024320506
time_minutes,1.232519576757647,0.08246478172251537,Stage 1,0.8908443095120837
tank_c,0.30476252719289254,0.03630640641089334,Stage 1,0.9028479661952203
ambient_c,0.10844280905996556,-0.0007076440616444022,Stage 1,0.8644569167562248
ambient_k,0.08710828336833235,-0.008394693820607948,Stage 1,0.865222058818442
