rmse,mae,r2,adj_r2,family,best_params
0.3266937790369863,0.18155494184486243,0.9996833288039912,0.9996763434099616,RandomForest,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}"
0.8206168919643835,0.655452372331573,0.9980019436236893,0.9979578688506825,AdaBoost,"{'learning_rate': 0.05, 'loss': 'square', 'n_estimators': 200}"
