rmse,mae,r2,adj_r2,family,best_params
0.7895235975467741,0.397892543961857,0.9814325831970555,0.9810230078264023,RandomForest,"{'max_depth': 8, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}"
0.9616419311218986,0.6304358916824914,0.9724546661335002,0.9718470484746803,AdaBoost,"{'learning_rate': 0.1, 'loss': 'linear', 'n_estimators': 200}"
